curve_id,group,rho,fc,E28,anchor_day,n_obs,last_day,elastic_included,split,stress_ratio,stress_ratio_recorded,applied_stress_recorded_MPa,ratio_review_flag
NU00558,NU_L362,2400.0,96.5,45773.5,0.0,32,91.03,True,train,0.2,0.2,9.77,False
NU00559,NU_L362,2400.0,96.5,45773.5,0.0,32,98.59,True,train,0.2,0.2,12.58,False
NU00560,NU_L362,2400.0,96.5,45773.5,0.03,31,73.9,True,train,0.2,0.2,12.8,False
NU00561,NU_L363,2483.8,95.0,45535.1,0.0,12,56.1,True,train,0.33,0.33,14.4,False
NU00562,NU_L363,2483.8,95.0,45535.1,0.0,12,56.1,True,train,0.33,0.33,14.4,False
NU00563,NU_L363,2483.8,95.0,45535.1,0.0,13,54.1,True,train,0.4,0.4,26.7,False
NU00564,NU_L363,2483.8,95.0,45535.1,0.0,13,54.3,True,train,0.4,0.4,26.7,False
NU00565,NU_L363,2483.8,95.0,45535.1,0.0,8,29.2,True,train,0.39,0.39,37.1,False
NU00566,NU_L363,2483.8,95.0,45535.1,0.0,8,29.3,True,train,0.39,0.39,37.1,False
NU00567,NU_L363,2494.2200000000003,86.0,44049.2,0.0,15,151.0,True,train,0.46,0.46,37.1,False
NU00568,NU_L363,2494.2200000000003,86.0,44049.2,0.0,16,152.0,True,train,0.46,0.46,37.1,False
NU00569,NU_L363,2494.2200000000003,86.0,44049.2,0.0,10,137.0,True,train,0.43,0.43,37.1,False
NU00570,NU_L363,2494.2200000000003,86.0,44049.2,0.0,11,110.0,True,train,0.43,0.43,37.1,False
NU00571,NU_L363,2494.2200000000003,86.0,44049.2,0.0,10,94.0,True,train,0.43,0.43,37.1,False
NU00572,NU_L363,2494.2200000000003,86.0,44049.2,0.0,9,95.0,True,train,0.43,0.43,37.1,False
NU00573,NU_L364,2416.05,43.5,35096.9,0.0,35,147.9,True,train,,,12.0,False
NU00574,NU_L364,2315.95,34.3,32424.2,0.0,22,158.121,True,train,,,12.0,False
NU00575,NU_L364,2388.7,64.5,40021.3,0.0,25,144.396,True,train,,,12.0,False
NU00576,NU_L364,2370.0,40.2,34185.9,0.0,20,134.137,True,train,,,12.0,False
NU00577,NU_L364,2420.95,53.4,37579.6,0.0,32,138.871,True,train,,,12.0,False
NU00578,NU_L364,2438.46,43.0,34961.9,0.0,20,151.521,True,train,,,12.0,False
NU00580,NU_L365,2405.23,81.0,43178.4,0.0,33,158.0,True,validation,0.28,0.28,14.61,False
NU00581,NU_L365,2405.23,81.0,43178.4,0.0,34,158.5,True,validation,0.28,0.28,14.61,False
NU00582,NU_L365,2405.23,81.0,43178.4,0.0,34,158.2,True,validation,0.28,0.28,14.61,False
NU00583,NU_L365,2405.23,81.0,43178.4,0.0,31,150.8,True,validation,0.24,0.24,39.16,False
NU00584,NU_L365,2405.23,81.0,43178.4,0.0,31,150.9,True,validation,0.24,0.24,39.16,False
NU00585,NU_L365,2405.23,81.0,43178.4,0.0,24,109.7,True,validation,0.24,0.24,39.16,False
NU00586,NU_L365,2405.23,81.0,43178.4,0.0,34,151.8,True,validation,0.24,0.24,39.16,False
NU00587,NU_L365,1838.64,85.2,43912.2,0.0,28,137.9,True,validation,0.31,0.31,36.13,False
NU00588,NU_L365,1838.64,85.2,43912.2,0.0,26,138.4,True,validation,0.31,0.31,36.13,False
NU00589,NU_L365,1838.64,85.2,43912.2,0.0,26,138.0,True,validation,0.31,0.31,36.13,False
NU00590,NU_L365,1838.64,85.2,43912.2,0.0,20,137.9,True,validation,0.31,0.31,36.13,False
NU00591,NU_L365,1838.64,85.2,43912.2,0.0,22,116.9,True,validation,0.26,0.26,39.5,False
NU00592,NU_L365,1838.64,85.2,43912.2,0.0,27,117.0,True,validation,0.26,0.26,39.5,False
NU00593,NU_L365,1838.64,85.2,43912.2,0.0,24,116.8,True,validation,0.26,0.26,39.5,False
NU00594,NU_L365,1838.64,85.2,43912.2,0.0,21,116.6,True,validation,0.26,0.26,39.5,False
NU00595,NU_L366,2150.01,101.0,46474.2,0.0,29,157.079,True,train,0.3,0.3,16.5,False
NU00596,NU_L366,2150.01,101.0,46474.2,0.0,35,159.275,True,train,0.3,0.3,16.5,False
NU00597,NU_L366,2128.31,49.2,36567.4,0.0,29,138.113,True,train,0.3,0.3,30.1,False
NU00598,NU_L366,2128.31,49.2,36567.4,0.0,31,158.675,True,train,0.3,0.3,30.1,False
NU00599,NU_L367,2380.3,43.5,35096.9,0.0,31,153.92,True,test,0.3,0.3,,False
NU00600,NU_L367,2380.3,43.5,35096.9,0.0,22,49.6,True,test,0.3,0.3,,False
NU00601,NU_L367,2380.3,43.5,35096.9,0.0,30,122.94,True,test,0.3,0.3,7.62,False
NU00602,NU_L367,2380.3,43.5,35096.9,0.0,24,118.77,True,test,0.3,0.3,9.6,False
NU00603,NU_L367,2380.3,43.5,35096.9,0.0,26,139.14,True,test,0.3,0.3,13.05,False
NU00604,NU_L367,2451.6400000000003,92.1,45067.0,0.0,31,123.67,True,test,0.3,0.3,,False
NU00605,NU_L367,2451.6400000000003,92.1,45067.0,0.0,32,153.43,True,test,0.3,0.3,7.62,False
NU00607,NU_L367,2451.6400000000003,92.1,45067.0,0.0,43,155.0,True,test,0.3,0.3,21.21,False
NU00608,NU_L367,2451.6400000000003,92.1,45067.0,0.01,26,153.82,True,test,0.3,0.3,27.63,False
NU00610,NU_L367,2437.58,94.3,45423.0,0.02,37,147.94,True,test,0.3,0.3,14.91,False
NU00611,NU_L367,2437.58,94.3,45423.0,0.0,19,157.01,True,test,0.3,0.3,20.73,False
NU00612,NU_L367,2437.58,94.3,45423.0,0.0,32,155.05,True,test,0.3,0.3,28.29,False
NU00614,NU_L367,2413.86,93.3,45261.9,0.0,29,147.9,True,test,0.3,0.3,14.43,False
NU00615,NU_L367,2413.86,93.3,45261.9,0.01,23,143.96,True,test,0.3,0.3,20.85,False
NU00616,NU_L367,2413.86,93.3,45261.9,0.0,30,155.03,True,test,0.3,0.3,27.99,False
NU00618,NU_L367,2408.41,99.4,46227.5,0.0,25,157.76,True,test,0.3,0.3,21.09,False
NU00619,NU_L367,2408.41,99.4,46227.5,0.0,12,82.97,True,test,0.3,0.3,29.82,False
NU00621,NU_L367,2403.4,74.6,42009.9,0.0,29,114.78,True,test,0.3,0.3,16.98,False
NU00622,NU_L367,2403.4,74.6,42009.9,0.01,28,153.76,True,test,0.3,0.3,22.38,False
NU00624,NU_L367,2445.32,97.3,45899.7,0.0,29,116.95,True,test,0.3,0.3,16.11,False
NU00625,NU_L367,2445.32,97.3,45899.7,0.0,29,112.96,True,test,0.3,0.3,22.68,False
NU00626,NU_L367,2445.32,97.3,45899.7,0.0,25,153.8,True,test,0.3,0.3,29.19,False
NU00628,NU_L367,2409.54,79.5,42910.2,0.02,27,106.91,True,test,0.3,0.3,11.34,False
NU00629,NU_L367,2409.54,79.5,42910.2,0.0,25,155.01,True,test,0.3,0.3,17.34,False
NU00630,NU_L367,2409.54,79.5,42910.2,0.0,25,153.8,True,test,0.3,0.3,23.85,False
NU00632,NU_L367,2419.68,67.2,40572.2,0.0,29,118.77,True,test,0.3,0.3,11.46,False
NU00633,NU_L367,2419.68,67.2,40572.2,0.0,29,114.78,True,test,0.3,0.3,17.16,False
NU00634,NU_L367,2419.68,67.2,40572.2,0.02,29,153.79,True,test,0.3,0.3,20.16,False
NU00636,NU_L367,2422.56,74.6,42009.9,0.0,28,151.99,True,test,0.3,0.3,12.84,False
NU00637,NU_L367,2422.56,74.6,42009.9,0.0,24,157.76,True,test,0.3,0.3,19.35,False
NU00638,NU_L367,2422.56,74.6,42009.9,0.0,25,146.79,True,test,0.3,0.3,22.38,False
NU00640,NU_L367,2424.08,94.3,45423.0,0.0,30,116.95,True,test,0.3,0.3,12.78,False
NU00641,NU_L367,2424.08,94.3,45423.0,0.0,29,112.96,True,test,0.3,0.3,20.1,False
NU00642,NU_L367,2424.08,94.3,45423.0,0.0,26,151.8,True,test,0.3,0.3,28.29,False
NU00643,NU_L367,2451.6400000000003,101.8,46596.6,0.0,15,83.13,True,test,0.3,0.3,30.54,False
NU00644,NU_L367,2451.6400000000003,84.0,43705.0,0.12,13,83.2,True,test,0.3,0.3,25.2,False
NU00645,NU_L367,2451.6400000000003,78.0,42638.6,0.0,46,123.24,True,test,0.3,0.3,23.4,False
NU00646,NU_L368,2159.5,42.0,34688.7,0.0,45,58.26,True,test,0.2,0.2,,False
NU00647,NU_L368,2313.5,41.0,34411.2,0.0,63,58.41,True,test,0.2,0.2,,False
NU00648,NU_L368,2180.5,48.0,36267.6,0.0,28,89.9,True,test,0.2,0.2,,False
NU00649,NU_L368,2376.0,53.0,37485.5,0.0,48,90.06,True,test,0.2,0.2,,False
NU00650,NU_L369,2451.19,61.1,39305.4,0.0,12,48.1,True,train,0.3,0.3,,False
NU00651,NU_L369,2439.08,68.0,40732.5,0.0,12,48.1,True,train,0.3,0.3,,False
NU00652,NU_L369,2444.94,71.2,41361.7,0.0,11,43.1,True,train,0.3,0.3,,False
NU00653,NU_L369,2413.11,53.4,37579.6,0.0,13,48.2,True,train,0.3,0.3,,False
NU00654,NU_L370,2401.94,48.7,36443.1,0.0,36,155.0,True,validation,,,,False
NU00655,NU_L370,2401.94,48.7,36443.1,0.0,31,157.0,True,validation,,,,False
NU00656,NU_L370,2401.94,48.7,36443.1,0.0,29,156.0,True,validation,,,,False
NU00657,NU_L370,2401.94,48.7,36443.1,0.0,21,145.0,True,validation,,,,False
NU00658,NU_L370,2401.94,48.7,36443.1,0.0,21,153.0,True,validation,,,,False
NU00659,NU_L370,2401.94,48.7,36443.1,0.0,20,154.0,True,validation,,,,False
NU00660,NU_L370,2401.94,48.7,36443.1,0.0,19,127.0,True,validation,,,,False
NU00661,NU_L370,2401.94,48.7,36443.1,0.0,16,129.0,True,validation,,,,False
NU00662,NU_L371,1414.2699999999998,68.0,35200.0,0.0,6,84.0,True,validation,0.84,0.84,14.0,False
NU00663,NU_L371,1414.2699999999998,69.0,35200.0,0.0,8,149.0,True,validation,0.84,0.84,18.6,False
NU00664,NU_L371,1414.2699999999998,50.0,35200.0,0.0,7,158.0,True,validation,0.42,0.42,7.8,False
NU00665,NU_L371,1414.2699999999998,69.0,35200.0,0.0,9,126.0,True,validation,0.42,0.42,20.7,False
NU00666,NU_L371,1414.2699999999998,50.0,35200.0,0.0,7,124.0,True,validation,0.84,0.84,8.5,False
NU00667,NU_L371,1414.2699999999998,60.0,35200.0,0.0,8,156.0,True,validation,0.84,0.84,14.1,False
NU00668,NU_L371,1414.2699999999998,96.0,35200.0,0.0,5,125.0,True,validation,0.42,0.42,15.6,False
NU00669,NU_L371,1414.2699999999998,82.0,35200.0,0.0,6,105.0,True,validation,0.42,0.42,24.6,False
NU00670,NU_L371,1465.1999999999998,86.0,36700.0,0.0,7,108.0,True,validation,0.84,0.84,14.4,False
NU00671,NU_L371,1465.1999999999998,87.0,36700.0,0.0,8,129.0,True,validation,0.84,0.84,26.4,False
NU00672,NU_L371,1465.1999999999998,83.0,36700.0,0.0,6,145.0,True,validation,0.42,0.42,13.0,False
NU00673,NU_L371,1465.1999999999998,86.0,36700.0,0.0,6,141.0,True,validation,0.42,0.42,25.8,False
NU00674,NU_L371,1465.1999999999998,101.0,36700.0,0.0,7,112.0,True,validation,0.84,0.84,14.4,False
NU00675,NU_L371,1465.1999999999998,108.0,36700.0,0.0,6,105.0,True,validation,0.84,0.84,26.4,False
NU00676,NU_L371,1465.1999999999998,101.0,36700.0,0.0,6,145.0,True,validation,0.42,0.42,13.0,False
NU00677,NU_L371,1465.1999999999998,101.0,36700.0,0.0,6,140.0,True,validation,0.42,0.42,25.8,False
NU00678,NU_L371,1441.75,77.0,32500.0,0.0,6,125.0,True,validation,0.84,0.84,16.2,False
NU00679,NU_L371,1441.75,58.0,32500.0,0.0,6,124.0,True,validation,0.84,0.84,18.0,False
NU00680,NU_L371,1441.75,82.0,32500.0,0.0,7,120.0,True,validation,0.42,0.42,12.9,False
NU00681,NU_L371,1441.75,58.0,32500.0,0.0,5,92.0,True,validation,0.42,0.42,17.4,False
NU00683,NU_L371,1441.75,79.0,32500.0,0.0,6,123.0,True,validation,0.84,0.84,18.0,False
NU00684,NU_L371,1441.75,106.0,32500.0,0.0,8,122.0,True,validation,0.42,0.42,12.9,False
NU00686,NU_L371,1424.55,83.0,40400.0,0.0,9,157.0,True,validation,0.84,0.84,13.9,False
NU00687,NU_L371,1424.55,95.0,40400.0,0.0,7,154.0,True,validation,0.84,0.84,22.4,False
NU00688,NU_L371,1424.55,95.0,40400.0,0.0,7,160.0,True,validation,0.42,0.42,14.4,False
NU00689,NU_L371,1424.55,91.0,40400.0,0.0,8,159.0,True,validation,0.42,0.42,26.7,False
NU00690,NU_L371,1424.55,102.0,40400.0,0.0,6,108.0,True,validation,0.84,0.84,22.2,False
NU00691,NU_L371,1424.55,106.0,40400.0,0.0,7,149.0,True,validation,0.84,0.84,20.4,False
NU00692,NU_L371,1424.55,104.0,40400.0,0.0,9,157.0,True,validation,0.42,0.42,16.7,False
NU00693,NU_L371,1424.55,91.0,40400.0,0.0,7,140.0,True,validation,0.42,0.42,30.0,False
NU00694,NU_L371,1450.35,106.0,39900.0,0.0,8,153.0,True,validation,0.84,0.84,22.8,False
NU00695,NU_L371,1450.35,86.0,39900.0,0.0,7,158.0,True,validation,0.84,0.84,27.0,False
NU00696,NU_L371,1450.35,104.0,39900.0,0.0,7,154.0,True,validation,0.42,0.42,18.0,False
NU00697,NU_L371,1450.35,106.0,39900.0,0.0,6,120.0,True,validation,0.42,0.42,31.8,False
NU00698,NU_L371,1450.35,126.0,39900.0,0.0,6,150.0,True,validation,0.84,0.84,22.8,False
NU00699,NU_L371,1450.35,113.0,39900.0,0.0,6,85.0,True,validation,0.84,0.84,27.0,False
NU00702,NU_L371,1492.48,98.0,41700.0,0.0,8,107.0,True,validation,0.84,0.84,18.0,False
NU00703,NU_L371,1492.48,111.0,41700.0,0.0,8,113.0,True,validation,0.84,0.84,36.0,False
NU00704,NU_L371,1492.48,108.0,41700.0,0.0,7,154.0,True,validation,0.42,0.42,17.4,False
NU00705,NU_L371,1492.48,111.0,41700.0,0.0,7,88.0,True,validation,0.42,0.42,33.3,False
NU00706,NU_L371,1492.48,122.0,41700.0,0.0,6,107.0,True,validation,0.84,0.84,18.0,False
NU00707,NU_L371,1492.48,136.0,41700.0,0.0,7,115.0,True,validation,0.84,0.84,36.0,False
NU00709,NU_L371,1492.48,136.0,41700.0,0.0,7,88.0,True,validation,0.42,0.42,33.3,False
NU00710,NU_L371,1465.1,109.0,47000.0,0.0,8,139.0,True,validation,0.84,0.84,21.8,False
NU00711,NU_L371,1465.1,110.0,47000.0,0.0,9,131.0,True,validation,0.84,0.84,37.9,False
NU00712,NU_L371,1465.1,118.0,47000.0,0.0,6,90.0,True,validation,0.42,0.42,20.2,False
NU00714,NU_L371,1465.1,119.0,47000.0,0.0,8,153.0,True,validation,0.84,0.84,24.9,False
NU00715,NU_L371,1465.1,126.0,47000.0,0.0,7,144.0,True,validation,0.84,0.84,34.8,False
NU00716,NU_L371,1465.1,126.0,47000.0,0.0,6,129.0,True,validation,0.42,0.42,19.9,False
NU00717,NU_L371,1465.1,116.0,47000.0,0.0,7,146.0,True,validation,0.42,0.42,34.9,False
NU00718,NU_L371,1427.85,107.0,41200.0,0.0,7,138.0,True,validation,0.84,0.84,21.0,False
NU00719,NU_L371,1427.85,118.0,41200.0,0.0,10,154.0,True,validation,0.84,0.84,40.6,False
NU00720,NU_L371,1427.85,116.0,41200.0,0.0,6,152.0,True,validation,0.42,0.42,19.5,False
NU00721,NU_L371,1427.85,118.0,41200.0,0.0,7,130.0,True,validation,0.42,0.42,35.4,False
NU00722,NU_L371,1427.85,128.0,41200.0,0.0,7,140.0,True,validation,0.84,0.84,21.0,False
NU00723,NU_L371,1427.85,132.0,41200.0,0.0,8,153.0,True,validation,0.84,0.84,40.6,False
NU00724,NU_L371,1427.85,127.0,41200.0,0.0,6,153.0,True,validation,0.42,0.42,19.5,False
NU00725,NU_L371,1427.85,132.0,41200.0,0.0,7,130.0,True,validation,0.42,0.42,35.4,False
NU00726,NU_L94,2398.96,27.9,22700.0,0.2,19,70.0,True,train,0.316,0.316,8.83,False
NU00727,NU_L94,2398.96,27.9,22700.0,0.31,19,70.11,True,train,0.316,0.316,8.83,False
NU00728,NU_L94,2398.96,27.9,22700.0,0.2,21,150.0,True,train,0.308,0.308,8.83,False
NU00729,NU_L94,2398.96,27.9,22700.0,0.32,22,150.12,True,train,0.308,0.308,8.83,False
NU00730,NU_L94,2398.96,27.9,22700.0,0.2,19,70.0,True,train,0.316,0.316,8.83,False
NU00731,NU_L94,2398.96,27.9,22700.0,0.14,19,69.94,True,train,0.316,0.316,8.83,False
NU00732,NU_L94,2398.96,27.9,22700.0,0.2,23,150.0,True,train,0.308,0.308,8.83,False
NU00733,NU_L94,2398.96,27.9,22700.0,0.19,23,149.99,True,train,0.308,0.308,8.83,False
NU00734,NU_L94,2398.96,27.9,22700.0,0.2,19,70.0,True,train,0.316,0.316,8.83,False
NU00735,NU_L94,2398.96,27.9,22700.0,0.7,17,70.0,True,train,0.316,0.316,8.83,False
NU00736,NU_L94,2398.96,27.9,22700.0,0.2,22,150.0,True,train,0.308,0.308,8.83,False
NU00737,NU_L94,2398.96,27.9,22700.0,0.27,21,150.07,True,train,0.308,0.308,8.83,False
NU00738,NU_L58,2399.3,44.5,,0.2,16,69.6,True,train,0.202,0.202,9.0,False
NU00739,NU_L58,2399.3,44.5,,0.2,23,71.1,True,train,0.202,0.202,9.0,False
NU00741,NU_L58,2399.3,44.5,,0.1,28,137.4,True,train,,,9.0,False
NU00743,NU_L58,2399.3,44.5,,0.8,24,71.1,True,train,0.202,0.202,9.0,False
NU00744,NU_L58,2399.3,44.5,,0.32,18,136.72,True,train,,,9.0,False
NU00745,NU_L58,2399.3,44.5,,0.1,28,146.6,True,train,,,9.0,False
NU00746,NU_L58,2399.3,44.5,,0.09,27,68.39,True,train,0.202,0.202,9.0,False
NU00747,NU_L58,2399.3,44.5,,0.1,21,68.1,True,train,0.202,0.202,9.0,False
NU00748,NU_L58,2399.3,44.5,,0.22,28,139.82,True,train,,,9.0,False
NU00749,NU_L58,2399.3,44.5,,0.01,24,151.4,True,train,,,9.0,False
NU00760,NU_L119,2399.2,43.61,28028.0,0.81,18,142.05,True,train,,,8.8,False
NU00761,NU_L119,2399.2,43.61,28028.0,0.37,15,58.76,True,train,,,8.8,False
NU00763,NU_L119,2399.2,43.61,28028.0,0.22,18,68.43,True,train,,,8.8,False
NU00765,NU_L119,2399.2,43.61,28028.0,0.2,21,70.0,True,train,,,8.8,False
NU00766,NU_L119,2399.2,43.61,28028.0,0.11,23,145.06,True,train,,,8.8,False
NU00767,NU_L119,2399.2,43.61,28028.0,0.11,29,69.42,True,train,,,8.8,False
NU00768,NU_L119,2399.2,43.61,28028.0,0.18,38,119.02,True,train,,,8.8,False
NU00769,NU_L119,2399.2,43.61,28028.0,0.05,29,78.03,True,train,,,8.8,False
NU00770,NU_L119,2399.2,43.61,28028.0,0.17,27,125.89,True,train,,,8.8,False
NU00771,NU_L119,2399.2,43.61,28028.0,0.79,22,71.89,True,train,,,8.8,False
NU00772,NU_L120,2419.05,41.65,33222.0,0.14,8,98.07,False,train,,,9.8,False
NU00773,NU_L120,2419.05,41.65,33222.0,0.03,11,56.64,False,train,,,9.8,False
NU00778,NU_L122,2343.02,46.746,,0.01,12,111.65,True,test,,,11.47,False
NU00779,NU_L122,2343.02,46.746,,0.01,11,91.646,True,test,,,12.74,False
NU00780,NU_L122,2343.02,46.746,,0.01,10,87.52,True,test,,,12.35,False
NU00808,NU_L125,2354.42,39.79,27636.0,0.08,34,155.59,True,train,,,10.1,False
NU00809,NU_L125,2354.42,39.79,27636.0,0.01,35,152.73,True,train,,,5.3,False
NU00811,NU_L125,2354.42,39.79,27636.0,1.0,28,151.75,False,train,,,4.9,False
NU00812,NU_L125,2354.42,39.79,27636.0,1.0,28,155.21,False,train,,,9.8,False
NU00813,NU_L125,2354.42,39.79,27636.0,1.0,28,158.87,False,train,,,9.8,False
NU00814,NU_L126,2342.0,34.79,28224.0,0.18,32,134.52,True,train,,,10.1,False
NU00816,NU_L126,2342.0,34.79,28224.0,0.22,31,137.92,True,train,,,5.3,False
NU00818,NU_L126,2342.0,34.79,28224.0,0.88,26,134.38,False,train,,,9.8,False
NU00820,NU_L126,2342.0,34.79,28224.0,0.88,27,131.78,False,train,,,4.9,False
NU00821,NU_L126,2342.0,34.79,28224.0,0.88,27,131.78,False,train,,,4.9,False
NU00822,NU_L126,2342.0,34.79,28224.0,0.88,26,132.28,False,train,,,9.8,False
NU00823,NU_L126,2342.0,34.79,28224.0,1.1,27,135.2,False,train,,,9.8,False
NU00824,NU_L126,2342.0,34.79,28224.0,0.88,27,131.28,True,train,,,9.8,False
NU00825,NU_L126,2342.0,34.79,28224.0,0.88,27,131.28,True,train,,,9.8,False
NU00826,NU_L99,2338.0,57.33,,0.01,10,150.47,True,validation,,,10.34,False
NU00827,NU_L99,2338.0,55.96,,0.2381,9,150.71,True,validation,,,10.34,False
NU00831,NU_L99,2338.0,58.9,,0.7042,10,146.68,True,validation,,,11.32,False
NU00834,NU_L99,2315.0,50.37,,0.8905,12,97.794,True,validation,,,9.403,False
NU00835,NU_L99,2315.0,50.37,,0.8853,12,97.794,True,validation,,,9.403,False
NU00836,NU_L99,2342.85,47.14,,0.01,11,87.747,True,validation,,,9.403,False
NU00837,NU_L99,2342.85,47.14,,0.01,10,87.465,True,validation,,,9.403,False
NU00838,NU_L99,2342.85,47.14,,0.01,11,87.465,True,validation,,,9.403,False
NU00839,NU_L129,2274.88,33.32,21952.0,0.19,22,153.32,True,train,,,2.9,False
NU00840,NU_L129,2274.88,33.32,21952.0,0.22,21,156.43,True,train,,,5.9,False
NU00841,NU_L129,2274.88,33.32,21952.0,0.33,20,152.67,True,train,,,8.8,False
NU00843,NU_L129,2274.88,33.32,21952.0,0.32,20,150.36,True,train,,,8.8,False
NU00847,NU_L129,2368.03,28.61,30184.0,0.16,22,155.31,True,train,,,2.9,False
NU00849,NU_L129,2368.03,28.61,30184.0,0.33,20,159.5,True,train,,,8.8,False
NU00853,NU_L129,2399.2,31.46,25676.0,0.73,39,155.28,True,train,,,8.8,False
NU00892,NU_L130,2207.07,24.6,25088.0,0.04,36,159.6,True,validation,,,2.45,False
NU00893,NU_L130,2207.07,24.6,25088.0,0.04,35,156.8,True,validation,,,5.39,False
NU00894,NU_L130,2207.07,24.6,25088.0,0.1,34,152.95,True,validation,,,7.55,False
NU00895,NU_L130,2207.07,24.6,25088.0,0.07,25,95.2,True,validation,,,-5.39,False
NU00896,NU_L130,2207.07,24.6,25088.0,0.1,31,94.8,True,validation,,,-7.55,False
NU00897,NU_L130,2177.07,24.79,26068.0,0.03,34,151.0,True,validation,,,2.45,False
NU00898,NU_L130,2177.07,24.79,26068.0,0.03,32,151.61,True,validation,,,5.39,False
NU00899,NU_L130,2177.07,24.79,26068.0,0.15,33,151.12,True,validation,,,7.55,False
NU00900,NU_L130,2177.07,24.79,26068.0,0.2,27,150.5,True,validation,,,5.39,False
NU00901,NU_L130,2173.85,33.71,28322.0,0.02,37,160.0,True,validation,,,2.45,False
NU00902,NU_L130,2173.85,33.71,28322.0,0.14,35,158.92,True,validation,,,5.39,False
NU00903,NU_L130,2173.85,33.71,28322.0,0.01,35,158.16,True,validation,,,7.55,False
NU00904,NU_L130,2173.85,33.71,28322.0,0.05,33,157.7,True,validation,,,7.55,False
NU00905,NU_L130,2173.85,33.71,28322.0,0.04,29,141.9,True,validation,,,5.39,False
NU00906,NU_L130,2173.85,33.71,28322.0,0.05,33,145.4,True,validation,,,5.39,False
NU00908,NU_L130,2173.85,33.71,28322.0,0.22,34,94.82,True,validation,,,-7.55,False
NU00909,NU_L131,2207.07,24.89,25480.0,0.01,12,100.4,True,train,,,,False
NU00910,NU_L131,2207.07,24.89,25480.0,0.35,11,99.9,True,train,,,,False
NU00912,NU_L131,2158.24,24.79,29106.0,0.18,11,100.0,True,train,,,,False
NU00913,NU_L131,2158.24,24.79,29106.0,0.15,11,99.0,True,train,,,,False
NU00914,NU_L131,2158.24,24.79,29106.0,0.06,11,101.0,True,train,,,,False
NU00915,NU_L131,2158.24,24.79,29106.0,0.21,11,100.0,True,train,,,,False
NU00916,NU_L131,2149.8,39.69,28616.0,0.27,11,138.3,True,train,,,,False
NU00917,NU_L131,2149.8,39.69,28616.0,0.11,11,97.99,True,train,,,,False
NU00918,NU_L131,2149.8,39.69,28616.0,0.33,11,96.99,True,train,,,,False
NU00919,NU_L131,2149.8,39.69,28616.0,0.31,11,99.0,True,train,,,,False
NU00920,NU_L131,2149.8,39.69,28616.0,0.34,11,101.0,True,train,,,,False
NU00921,NU_L131,2149.8,39.69,28616.0,0.25,11,102.0,True,train,,,,False
NU00922,NU_L131,2149.8,39.69,28616.0,0.2,11,101.0,True,train,,,,False
NU00924,NU_L132,2207.37,23.23,25480.0,0.06,37,104.58,True,train,,,-8.2,False
NU00954,NU_L136,2337.8,34.3,,1.0,18,160.0,True,train,,,7.26,False
NU00955,NU_L136,2337.8,34.3,,1.0,18,160.0,True,train,,,9.03,False
NU00956,NU_L136,2337.8,34.3,,1.0,18,160.0,True,train,,,10.3,False
NU00957,NU_L136,2337.8,34.3,,1.0,18,160.0,True,train,,,10.7,False
NU00962,NU_L388,2421.84,50.67,34300.0,1.0,19,149.9,True,train,,,7.35,False
NU00965,NU_L388,2277.0,30.76,22932.0,0.5,52,156.1,False,train,,,5.88,False
NU00966,NU_L388,2263.0,33.76,23716.0,0.2,43,155.2,False,train,,,5.88,False
NU00967,NU_L388,2292.0,37.04,26852.0,1.3,39,155.4,False,train,,,5.88,False
NU01117,NU_L74,2395.56,31.9,31900.0,0.01,18,152.98,True,validation,0.0249,0.0249,13.4,False
NU01118,NU_L74,2443.9,31.9,31900.0,0.026,12,144.0,True,validation,0.0272,0.0272,13.4,False
NU01120,NU_L74,2332.6,15.2,15200.0,0.11868,26,28.7578,True,validation,9.92e-05,9.92e-05,8.29,True
NU01124,NU_L291,2444.16,64.9,37000.0,1.01156,6,110.233,False,train,0.25,0.25,16.225,False
NU01125,NU_L291,2444.16,65.4,36000.0,1.01118,6,111.632,False,train,0.25,0.25,16.35,False
NU01167,NU_L304,2221.5,19.58,16547.0,0.134933,9,90.1114,False,train,0.219589,0.219589,5.874,False
NU01168,NU_L304,2259.7,15.79,16892.0,0.134933,9,90.1349,False,train,0.20873,0.20873,4.734,False
NU01169,NU_L304,2221.5,15.51,17926.0,0.0,9,90.1349,False,train,0.201516,0.201516,4.653,False
NU01170,NU_L304,2259.7,16.62,17236.0,0.0,9,90.0,False,train,0.220389,0.220389,4.983,False
NU01171,NU_L306,2487.04,167.0,45000.0,0.743613,13,119.853,False,test,0.33,0.33,55.11,False
NU01185,NU_L310,2308.36,83.3,,0.037183,61,146.811,True,train,0.0570228,0.0570228,4.75,False
NU01203,NU_L312,2308.0,35.18,,0.11864,13,28.8475,True,train,0.216259,0.216259,7.608,False
NU01245,NU_L319,2525.0,58.0,34400.0,5.85366,14,149.268,False,train,0.172414,0.172414,10.0,False
NU01247,NU_L319,2525.0,65.0,35500.0,2.83019,11,155.66,False,train,0.153846,0.153846,10.0,False
NU01251,NU_L319,2520.0,70.0,38100.0,3.23327,14,154.919,False,train,0.142857,0.142857,10.0,False
NU01253,NU_L319,2525.0,58.0,34400.0,0.0,17,143.842,False,train,0.172414,0.172414,10.0,False
NU01255,NU_L319,2525.0,65.0,35500.0,5.94059,15,144.554,False,train,0.153846,0.153846,10.0,False
